raceId,driverId,year,qualifying_position,positionOrder,championship_position,podium_finish,starting_grid_diff
1072,20,2021,17,16,12,0,1
1072,815,2021,5,17,4,0,-12
1072,853,2021,20,18,21,0,2
1072,847,2021,14,19,15,0,-5
1072,854,2021,19,20,19,0,-1
1073,830,2021,1,1,1,1,0
1073,1,2021,2,2,2,1,0
1073,832,2021,5,3,5,1,2
1073,852,2021,8,4,14,0,4
1073,842,2021,12,5,9,0,7
1073,822,2021,6,6,3,0,0
1073,846,2021,3,7,6,0,-4
1073,4,2021,11,8,10,0,3
1073,839,2021,9,9,11,0,0
1073,844,2021,7,10,7,0,-3
1073,20,2021,15,11,12,0,4
1073,817,2021,10,12,8,0,-2
1073,840,2021,13,13,13,0,0
1073,854,2021,19,14,19,0,5
1073,815,2021,4,15,4,0,-11
1073,849,2021,16,16,17,0,0
1073,841,2021,14,17,18,0,-3
1073,847,2021,17,18,15,0,-1
1073,8,2021,18,19,16,0,-1
1073,853,2021,20,20,21,0,0
1074,844,2022,1,1,1,1,0
1074,832,2022,3,2,2,1,1
1074,1,2022,5,3,3,1,2
1074,847,2022,9,4,4,0,5
1074,825,2022,7,5,5,0,2
1074,822,2022,6,6,6,0,0
1074,839,2022,11,7,7,0,4
1074,852,2022,16,8,8,0,8
1074,4,2022,8,9,9,0,-1
1074,855,2022,15,10,10,0,5
1074,854,2022,12,11,11,0,1
1074,840,2022,19,12,12,0,7
1074,848,2022,14,13,13,0,1
1074,817,2022,18,14,14,0,4
1074,846,2022,13,15,15,0,-2
1074,849,2022,20,16,16,0,4
1074,807,2022,17,17,17,0,0
1074,815,2022,4,18,18,0,-14
1074,830,2022,2,19,19,0,-17
1074,842,2022,10,20,20,0,-10
1075,830,2022,4,1,3,1,3
1075,844,2022,2,2,1,1,0
1075,832,2022,3,3,2,1,0
1075,815,2022,1,4,7,0,-3
1075,847,2022,6,5,4,0,1
1075,839,2022,5,6,6,0,-1
1075,846,2022,11,7,10,0,4
1075,842,2022,9,8,12,0,1
1075,825,2022,10,9,8,0,1
1075,1,2022,16,10,5,0,6
1075,855,2022,13,11,14,0,2
1075,807,2022,18,12,17,0,6
1075,840,2022,15,13,16,0,2
1075,848,2022,17,14,18,0,3
1075,822,2022,8,15,9,0,-7
1075,4,2022,7,16,13,0,-9
1075,817,2022,12,17,19,0,-5
1075,849,2022,19,18,20,0,1
1075,852,2022,20,19,11,0,1
1075,854,2022,14,20,15,0,-6
1076,844,2022,1,1,1,1,0
1076,815,2022,3,2,4,1,1
1076,847,2022,6,3,2,1,3
1076,1,2022,5,4,5,0,1
1076,846,2022,4,5,8,0,-1
1076,817,2022,7,6,11,0,1
1076,839,2022,8,7,7,0,1
1076,822,2022,12,8,10,0,4
1076,842,2022,11,9,12,0,2
1076,848,2022,16,10,16,0,6
1076,855,2022,14,11,15,0,3
1076,840,2022,20,12,18,0,8
1076,854,2022,15,13,17,0,2
1076,825,2022,17,14,9,0,3
1076,852,2022,13,15,13,0,-2
1076,849,2022,19,16,20,0,3
1076,4,2022,10,17,14,0,-7
1076,830,2022,2,18,6,0,-16
1076,20,2022,18,19,21,0,-1
1076,832,2022,9,20,3,0,-11
1077,830,2022,1,1,2,1,0
1077,815,2022,7,2,3,1,5
1077,846,2022,3,3,6,1,0
1077,847,2022,11,4,4,0,7
1077,822,2022,8,5,8,0,3
1077,844,2022,2,6,1,0,-4
1077,852,2022,16,7,12,0,9
1077,20,2022,9,8,14,0,1
1077,825,2022,4,9,10,0,-5
1077,840,2022,15,10,18,0,5
1077,848,2022,20,11,17,0,9
1077,842,2022,17,12,13,0,5
1077,1,2022,13,13,7,0,0
1077,839,2022,19,14,9,0,5
1077,855,2022,14,15,16,0,-1
1077,849,2022,18,16,21,0,2
1077,854,2022,12,17,19,0,-5
1077,817,2022,6,18,11,0,-12
1077,4,2022,5,19,15,0,-14
1077,832,2022,10,20,5,0,-10
1078,830,2022,3,1,2,1,2
1078,844,2022,1,2,1,1,-1
1078,832,2022,2,3,5,1,-1
1078,815,2022,4,4,3,0,0
1078,847,2022,12,5,4,0,7
1078,1,2022,6,6,6,0,0
1078,822,2022,5,7,8,0,-2
1078,839,2022,20,8,9,0,12
1078,848,2022,18,9,15,0,9
1078,840,2022,10,10,17,0,0
1078,4,2022,11,11,16,0,0
1078,852,2022,9,12,12,0,-3
1078,817,2022,14,13,11,0,1
1078,849,2022,19,14,21,0,5
1078,854,2022,15,15,19,0,0
1078,825,2022,16,16,10,0,0
1078,20,2022,13,17,14,0,-4
1078,842,2022,7,18,13,0,-11
1078,846,2022,8,19,7,0,-11
1078,855,2022,17,20,18,0,-3
1079,830,2022,2,1,1,1,1
1079,815,2022,5,2,3,1,3
1079,847,2022,4,3,4,1,1
1079,832,2022,3,4,5,0,-1
1079,1,2022,6,5,6,0,1
1079,822,2022,7,6,8,0,1
1079,839,2022,12,7,9,0,5
1079,846,2022,11,8,7,0,3
1079,4,2022,17,9,15,0,8
1079,852,2022,13,10,11,0,3
1079,20,2022,16,11,14,0,5
1079,817,2022,9,12,12,0,-3
1079,842,2022,14,13,13,0,1
1079,854,2022,10,14,19,0,-4
1079,840,2022,18,15,17,0,3
1079,849,2022,20,16,21,0,4
1079,825,2022,8,17,10,0,-9
1079,848,2022,19,18,16,0,1
1079,855,2022,15,19,18,0,-4
1079,844,2022,1,20,2,0,-19
1080,815,2022,3,1,3,1,2
1080,832,2022,2,2,5,1,0
1080,830,2022,4,3,1,1,1
1080,844,2022,1,4,2,0,-3
1080,847,2022,6,5,4,0,1
1080,846,2022,5,6,7,0,-1
1080,4,2022,7,7,13,0,0
1080,1,2022,8,8,6,0,0
1080,822,2022,12,9,8,0,3
1080,20,2022,9,10,15,0,-1
1080,842,2022,17,11,14,0,6
1080,839,2022,10,12,9,0,-2
1080,817,2022,14,13,11,0,1
1080,840,2022,18,14,17,0,4
1080,849,2022,19,15,21,0,4
1080,855,2022,20,16,18,0,4
1080,852,2022,11,17,12,0,-6
1080,848,2022,16,18,16,0,-2
1080,854,2022,15,19,19,0,-4
1080,825,2022,13,20,10,0,-7
1081,830,2022,3,1,1,1,2
1081,815,2022,2,2,2,1,0
1081,847,2022,5,3,4,1,2
1081,1,2022,7,4,6,0,3
1081,842,2022,6,5,10,0,1
1081,20,2022,9,6,14,0,3
1081,4,2022,10,7,11,0,3
1081,817,2022,12,8,13,0,4
1081,846,2022,11,9,7,0,2
1081,839,2022,13,10,9,0,3
1081,822,2022,15,11,8,0,4
1081,848,2022,17,12,16,0,5
1081,852,2022,8,13,15,0,-5
1081,854,2022,20,14,19,0,6
1081,849,2022,18,15,21,0,3
1081,840,2022,19,16,17,0,3
1081,825,2022,16,17,12,0,-1
1081,855,2022,14,18,18,0,-4
1081,844,2022,1,19,3,0,-18
1081,832,2022,4,20,5,0,-16
1082,830,2022,1,1,1,1,0
1082,832,2022,3,2,5,1,1
1082,1,2022,4,3,6,1,1
1082,847,2022,8,4,4,0,4
1082,844,2022,15,5,3,0,10
1082,839,2022,7,6,9,0,1
1082,822,2022,11,7,8,0,4
1082,855,2022,10,8,16,0,2
1082,4,2022,2,9,10,0,-7
1082,840,2022,18,10,18,0,8
1082,817,2022,9,11,13,0,-2
1082,20,2022,17,12,14,0,5
1082,848,2022,12,13,17,0,-1
1082,842,2022,16,14,11,0,2
1082,846,2022,14,15,7,0,-1
1082,849,2022,19,16,21,0,3
1082,825,2022,5,17,12,0,-12
1082,852,2022,20,18,15,0,2
1082,854,2022,6,19,19,0,-13
1082,815,2022,13,20,2,0,-7
1083,832,2022,1,1,4,1,0
1083,815,2022,4,2,2,1,2
1083,1,2022,5,3,6,1,2
1083,844,2022,3,4,3,0,-1
1083,4,2022,7,5,10,0,2
1083,846,2022,6,6,7,0,0
1083,830,2022,2,7,1,0,-5
1083,854,2022,19,8,17,0,11
1083,20,2022,18,9,13,0,9
1083,825,2022,17,10,12,0,7
1083,840,2022,20,11,19,0,9
1083,849,2022,10,12,20,0,-2
1083,817,2022,14,13,14,0,1
1083,852,2022,13,14,15,0,-1
1083,839,2022,15,15,9,0,0
1083,842,2022,11,16,11,0,-5
1083,822,2022,12,17,8,0,-5
1083,847,2022,8,18,5,0,-10
1083,855,2022,9,19,16,0,-10
1083,848,2022,16,20,18,0,-4
1084,844,2022,2,1,2,1,1
1084,830,2022,1,2,1,1,-1
1084,1,2022,9,3,6,1,6
1084,847,2022,4,4,5,0,0
1084,839,2022,5,5,8,0,0
1084,854,2022,7,6,15,0,1
1084,846,2022,15,7,7,0,8
1084,825,2022,6,8,11,0,-2
1084,817,2022,16,9,12,0,7
1084,4,2022,8,10,10,0,-2
1084,822,2022,12,11,9,0,1
1084,848,2022,11,12,18,0,-1
1084,840,2022,17,13,19,0,4
1084,855,2022,18,14,17,0,4
1084,842,2022,10,15,13,0,-5
1084,852,2022,14,16,16,0,-2
1084,20,2022,20,17,14,0,3
1084,832,2022,3,18,4,0,-15
1084,849,2022,19,19,20,0,0
1084,815,2022,13,20,3,0,-7
1085,830,2022,2,1,1,1,1
1085,1,2022,4,2,6,1,2
1085,847,2022,6,3,5,1,3
1085,815,2022,3,4,3,0,-1
1085,832,2022,9,5,4,0,4
1085,4,2022,7,6,10,0,1
1085,846,2022,5,7,7,0,-2
1085,839,2022,12,8,8,0,4
1085,817,2022,11,9,12,0,2
1085,840,2022,17,10,18,0,7
1085,20,2022,14,11,14,0,3
1085,842,2022,16,12,13,0,4
1085,848,2022,15,13,19,0,2
1085,822,2022,13,14,9,0,-1
1085,854,2022,19,15,15,0,4
1085,855,2022,18,16,17,0,2
1085,849,2022,20,17,20,0,3
1085,825,2022,10,18,11,0,-8
1085,844,2022,1,19,2,0,-18
1085,852,2022,8,20,16,0,-12
1086,830,2022,10,1,1,1,9
1086,1,2022,7,2,6,1,5
1086,847,2022,1,3,4,1,-2
1086,832,2022,2,4,5,0,-2
1086,815,2022,11,5,3,0,6
1086,844,2022,3,6,2,0,-3
1086,846,2022,4,7,7,0,-3
1086,4,2022,6,8,10,0,-2
1086,839,2022,5,9,8,0,-4
1086,20,2022,18,10,14,0,8
1086,840,2022,14,11,18,0,3
1086,842,2022,19,12,13,0,7
1086,855,2022,12,13,17,0,-1
1086,854,2022,15,14,15,0,1
1086,817,2022,9,15,12,0,-6
1086,825,2022,13,16,11,0,-3
1086,848,2022,17,17,19,0,0
1086,849,2022,20,18,20,0,2
1086,852,2022,16,19,16,0,-3
1086,822,2022,8,20,9,0,-12
1087,830,2022,1,1,1,1,0
1087,815,2022,3,2,2,1,1
1087,832,2022,2,3,4,1,-1
1087,847,2022,8,4,5,0,4
1087,4,2022,6,5,9,0,1
1087,844,2022,4,6,3,0,-2
1087,839,2022,5,7,8,0,-2
1087,20,2022,16,8,12,0,8
1087,842,2022,12,9,14,0,3
1087,848,2022,9,10,18,0,-1
1087,840,2022,14,11,19,0,3
1087,846,2022,10,12,7,0,-2
1087,852,2022,19,13,16,0,6
1087,855,2022,13,14,17,0,-1
1087,817,2022,11,15,13,0,-4
1087,825,2022,18,16,11,0,2
1087,854,2022,15,17,15,0,-2
1087,849,2022,17,18,20,0,-1
1087,822,2022,20,19,10,0,1
1087,1,2022,7,20,6,0,-13
1088,830,2022,1,1,1,1,0
1088,847,2022,6,2,4,1,4
1088,844,2022,2,3,2,1,-1
1088,1,2022,4,4,6,0,0
1088,815,2022,5,5,3,0,0
1088,4,2022,13,6,9,0,7
1088,846,2022,7,7,7,0,0
1088,832,2022,3,8,5,0,-5
1088,839,2022,12,9,8,0,3
1088,840,2022,10,10,18,0,0
1088,842,2022,11,11,14,0,0
1088,848,2022,15,12,19,0,3
1088,854,2022,8,13,15,0,-5
1088,20,2022,19,14,12,0,5
1088,825,2022,18,15,11,0,3
1088,855,2022,14,16,17,0,-2
1088,817,2022,17,17,13,0,0
1088,849,2022,20,18,20,0,2
1088,822,2022,16,19,10,0,-3
1088,852,2022,9,20,16,0,-11
1089,830,2022,2,1,1,1,1
1089,844,2022,1,2,2,1,-1
1089,847,2022,6,3,4,1,3
1089,832,2022,3,4,5,0,-1
1089,1,2022,5,5,6,0,0
1089,815,2022,4,6,3,0,-2
1089,846,2022,7,7,7,0,0
1089,842,2022,9,8,11,0,1
1089,856,2022,13,9,20,0,4
1089,855,2022,14,10,17,0,4
1089,839,2022,11,11,8,0,0
1089,854,2022,20,12,15,0,8
1089,822,2022,12,13,10,0,-1
1089,852,2022,15,14,16,0,1
1089,849,2022,16,15,21,0,1
1089,825,2022,19,16,12,0,3
1089,817,2022,8,17,14,0,-9
1089,840,2022,18,18,18,0,0
1089,4,2022,10,19,9,0,-9
1089,20,2022,17,20,13,0,-3
1091,815,2022,2,1,3,1,1
1091,844,2022,1,2,2,1,-1
1091,832,2022,4,3,5,1,1
1091,846,2022,6,4,7,0,2
1091,817,2022,17,5,11,0,12
1091,840,2022,12,6,15,0,6
1091,830,2022,8,7,1,0,1
1091,20,2022,14,8,12,0,6
1091,1,2022,3,9,6,0,-6
1091,842,2022,7,10,13,0,-3
1091,822,2022,16,11,10,0,5
1091,825,2022,9,12,14,0,-3
1091,854,2022,13,13,16,0,0
1091,847,2022,11,14,4,0,-3
1091,852,2022,10,15,17,0,-5
1091,839,2022,18,16,8,0,2
1091,848,2022,19,17,19,0,2
1091,4,2022,5,18,9,0,-13
1091,849,2022,20,19,21,0,1
1091,855,2022,15,20,18,0,-5
1092,830,2022,1,1,1,1,0
1092,815,2022,4,2,2,1,2
1092,844,2022,2,3,3,1,-1
1092,839,2022,5,4,8,0,1
1092,1,2022,6,5,6,0,1
1092,20,2022,9,6,11,0,3
1092,4,2022,7,7,9,0,0
1092,847,2022,8,8,4,0,0
1092,849,2022,20,9,20,0,11
1092,846,2022,10,10,7,0,0
1092,817,2022,11,11,12,0,0
1092,840,2022,19,12,15,0,7
1092,852,2022,13,13,17,0,0
1092,825,2022,18,14,14,0,4
1092,822,2022,12,15,10,0,-3
1092,855,2022,14,16,18,0,-2
1092,854,2022,15,17,16,0,-2
1092,842,2022,17,18,13,0,-1
1092,832,2022,3,19,5,0,-16
1092,848,2022,16,20,19,0,-4
1093,830,2022,3,1,1,1,2
1093,1,2022,5,2,6,1,3
1093,844,2022,2,3,2,1,-1
1093,815,2022,4,4,3,0,0
1093,847,2022,6,5,4,0,1
1093,846,2022,8,6,7,0,2
1093,4,2022,9,7,9,0,2
1093,20,2022,12,8,11,0,4
1093,825,2022,16,9,13,0,7
1093,852,2022,15,10,17,0,5
1093,839,2022,18,11,8,0,7
1093,855,2022,14,12,18,0,2
1093,848,2022,11,13,19,0,-2
1093,842,2022,13,14,14,0,-1
1093,854,2022,19,15,16,0,4
1093,817,2022,17,16,12,0,1
1093,849,2022,20,17,20,0,3
1093,840,2022,7,18,15,0,-11
1093,822,2022,10,19,10,0,-9
1093,832,2022,1,20,5,0,-19
1094,830,2022,1,1,1,1,0
1094,1,2022,3,2,5,1,1
1094,815,2022,4,3,2,1,1
1094,847,2022,2,4,4,0,-2
1094,832,2022,5,5,6,0,0
1094,844,2022,7,6,3,0,1
1094,817,2022,11,7,12,0,4
1094,839,2022,10,8,8,0,2
1094,846,2022,8,9,7,0,-1
1094,822,2022,6,10,10,0,-4
1094,842,2022,14,11,14,0,3
1094,848,2022,19,12,19,0,7
1094,855,2022,12,13,18,0,-1
1094,20,2022,17,14,11,0,3
1094,840,2022,18,15,15,0,3
1094,854,2022,16,16,16,0,0
1094,825,2022,15,17,13,0,-2
1094,849,2022,20,18,20,0,2
1094,4,2022,9,19,9,0,-10
1094,852,2022,13,20,17,0,-7
1095,847,2022,3,1,4,1,2
1095,1,2022,8,2,5,1,6
1095,832,2022,5,3,6,1,2
1095,844,2022,10,4,2,0,6
1095,4,2022,7,5,9,0,2
1095,830,2022,2,6,1,0,-4
1095,815,2022,9,7,3,0,2
1095,839,2022,6,8,8,0,-2
1095,822,2022,18,9,10,0,9
1095,840,2022,15,10,15,0,5
1095,20,2022,13,11,11,0,2
1095,855,2022,17,12,18,0,5
1095,854,2022,20,13,16,0,7
1095,842,2022,12,14,14,0,-2
1095,848,2022,11,15,19,0,-4
1095,849,2022,16,16,20,0,0
1095,852,2022,19,17,17,0,2
1095,846,2022,4,18,7,0,-14
1095,825,2022,1,19,13,0,-18
1095,817,2022,14,20,12,0,-6
1096,830,2022,1,1,1,1,0
1096,844,2022,3,2,2,1,1
1096,815,2022,2,3,3,1,-1
1096,832,2022,4,4,5,0,0
1096,847,2022,6,5,4,0,1
1096,846,2022,7,6,7,0,1
1096,839,2022,8,7,8,0,1
1096,840,2022,14,8,15,0,6
1096,817,2022,10,9,11,0,1
1096,20,2022,9,10,12,0,-1
1096,852,2022,12,11,17,0,1
1096,855,2022,15,12,18,0,3
1096,848,2022,19,13,19,0,6
1096,842,2022,17,14,14,0,3
1096,822,2022,18,15,10,0,3
1096,854,2022,13,16,16,0,-3
1096,825,2022,16,17,13,0,-1
1096,1,2022,5,18,6,0,-13
1096,849,2022,20,19,20,0,1
1096,4,2022,11,20,9,0,-9
1098,830,2023,1,1,1,1,0
1098,815,2023,2,2,2,1,0
1098,4,2023,5,3,3,1,2
1098,832,2023,4,4,4,0,0
1098,1,2023,7,5,5,0,2
1098,840,2023,8,6,6,0,2
1098,847,2023,6,7,7,0,-1
1098,822,2023,12,8,8,0,4
1098,842,2023,20,9,9,0,11
1098,848,2023,15,10,10,0,5
1098,852,2023,14,11,11,0,3
1098,858,2023,16,12,12,0,4
1098,825,2023,17,13,13,0,4
1098,856,2023,19,14,14,0,5
1098,807,2023,10,15,15,0,-5
1098,855,2023,13,16,16,0,-3
1098,846,2023,11,17,17,0,-6
1098,839,2023,9,18,18,0,-9
1098,844,2023,3,19,19,0,-16
1098,857,2023,18,20,20,0,-2
1099,815,2023,1,1,2,1,0
1099,830,2023,15,2,1,1,13
1099,4,2023,3,3,3,1,0
1099,847,2023,4,4,6,0,0
1099,1,2023,8,5,5,0,3
1099,832,2023,5,6,4,0,-1
1099,844,2023,2,7,8,0,-5
1099,839,2023,7,8,10,0,-1
1099,842,2023,10,9,11,0,1
1099,825,2023,13,10,12,0,3
1099,852,2023,16,11,14,0,5
1099,807,2023,11,12,15,0,-1
1099,855,2023,12,13,17,0,-1
1099,856,2023,18,14,18,0,4
1099,857,2023,9,15,19,0,-6
1099,858,2023,20,16,16,0,4
1099,846,2023,19,17,20,0,2
1099,822,2023,14,18,9,0,-4
1099,848,2023,17,19,13,0,-2
1099,840,2023,6,20,7,0,-14
1100,830,2023,1,1,1,1,0
1100,1,2023,3,2,4,1,1
1100,4,2023,4,3,3,1,1
1100,840,2023,6,4,6,0,2
1100,815,2023,20,5,2,0,15
1100,846,2023,13,6,8,0,7
1100,807,2023,10,7,9,0,3
1100,857,2023,16,8,13,0,8
1100,855,2023,17,9,15,0,8
1100,852,2023,12,10,16,0,2
1100,822,2023,19,11,11,0,8
1100,832,2023,5,12,5,0,-7
1100,842,2023,9,13,14,0,-4
1100,839,2023,11,14,12,0,-3
1100,856,2023,15,15,20,0,0
1100,858,2023,18,16,19,0,2
1100,825,2023,14,17,17,0,-3
1100,847,2023,2,18,7,0,-16
1100,848,2023,8,19,18,0,-11
1100,844,2023,7,20,10,0,-13
1101,815,2023,3,1,2,1,2
1101,830,2023,2,2,1,1,0
1101,844,2023,1,3,6,1,-2
1101,4,2023,6,4,3,0,2
1101,832,2023,4,5,5,0,-1
1101,1,2023,5,6,4,0,-1
1101,840,2023,9,7,8,0,2
1101,847,2023,11,8,7,0,3
1101,846,2023,7,9,9,0,-2
1101,852,2023,8,10,16,0,-2
1101,857,2023,10,11,11,0,-1
1101,848,2023,13,12,17,0,1
1101,825,2023,18,13,18,0,5
1101,842,2023,19,14,14,0,5
1101,839,2023,12,15,13,0,-3
1101,858,2023,15,16,19,0,-1
1101,807,2023,17,17,10,0,0
1101,822,2023,14,18,12,0,-4
1101,855,2023,16,19,15,0,-3
1101,856,2023,20,20,20,0,0
1102,830,2023,9,1,1,1,8
1102,815,2023,1,2,2,1,-1
1102,4,2023,2,3,3,1,-1
1102,847,2023,6,4,6,0,2
1102,832,2023,3,5,5,0,-2
1102,1,2023,13,6,4,0,7
1102,844,2023,7,7,7,0,0
1102,842,2023,5,8,10,0,-3
1102,839,2023,8,9,12,0,-1
1102,825,2023,4,10,17,0,-6
1102,852,2023,17,11,16,0,6
1102,840,2023,18,12,8,0,6
1102,822,2023,10,13,13,0,-3
1102,848,2023,11,14,18,0,-3
1102,807,2023,12,15,11,0,-3
1102,855,2023,14,16,15,0,-2
1102,846,2023,16,17,9,0,-1
1102,856,2023,15,18,20,0,-3
1102,857,2023,19,19,14,0,0
1102,858,2023,20,20,19,0,0
1104,830,2023,1,1,1,1,0
1104,4,2023,2,2,3,1,0
1104,839,2023,4,3,9,1,1
1104,1,2023,6,4,4,0,2
1104,847,2023,8,5,5,0,3
1104,844,2023,3,6,7,0,-3
1104,842,2023,7,7,10,0,0
1104,832,2023,5,8,6,0,-3
1104,846,2023,10,9,11,0,1
1104,857,2023,11,10,13,0,1
1104,822,2023,15,11,14,0,4
1104,856,2023,12,12,19,0,0
1104,855,2023,19,13,15,0,6
1104,848,2023,13,14,18,0,-1
1104,852,2023,9,15,16,0,-6
1104,815,2023,20,16,2,0,4
1104,807,2023,18,17,12,0,1
1104,858,2023,16,18,20,0,-2
1104,825,2023,17,19,17,0,-2
1104,840,2023,14,20,8,0,-6
1105,830,2023,1,1,1,1,0
1105,1,2023,5,2,4,1,3
1105,847,2023,12,3,5,1,9
1105,815,2023,11,4,2,0,7
1105,832,2023,2,5,6,0,-3
1105,840,2023,6,6,8,0,0
1105,4,2023,9,7,3,0,2
1105,839,2023,7,8,9,0,-1
1105,855,2023,13,9,15,0,4
1105,842,2023,4,10,10,0,-6
1105,844,2023,19,11,7,0,8
1105,852,2023,15,12,16,0,3
1105,857,2023,10,13,13,0,-3
1105,856,2023,14,14,19,0,0
1105,807,2023,8,15,12,0,-7
1105,848,2023,18,16,18,0,2
1105,846,2023,3,17,11,0,-14
1105,825,2023,17,18,17,0,-1
1105,822,2023,16,19,14,0,-3
1105,858,2023,20,20,20,0,0
1106,830,2023,1,1,1,1,0
1106,4,2023,3,2,3,1,1
1106,1,2023,4,3,4,1,1
1106,844,2023,11,4,7,0,7
1106,832,2023,8,5,5,0,3
1106,815,2023,12,6,2,0,6
1106,848,2023,10,7,12,0,3
1106,839,2023,6,8,9,0,-2
1106,840,2023,13,9,8,0,4
1106,822,2023,15,10,15,0,5
1106,857,2023,9,11,14,0,-2
1106,842,2023,17,12,10,0,5
1106,846,2023,7,13,11,0,-6
1106,852,2023,16,14,17,0,2
1106,807,2023,2,15,13,0,-13
1106,855,2023,20,16,16,0,4
1106,825,2023,14,17,18,0,-3
1106,856,2023,18,18,19,0,0
1106,847,2023,5,19,6,0,-14
1106,858,2023,19,20,20,0,-1
1107,830,2023,1,1,1,1,0
1107,844,2023,2,2,6,1,0
1107,815,2023,15,3,2,1,12
1107,846,2023,4,4,10,0,0
1107,4,2023,7,5,3,0,2
1107,832,2023,3,6,5,0,-3
1107,847,2023,11,7,7,0,4
1107,1,2023,5,8,4,0,-3
1107,840,2023,6,9,8,0,-3
1107,842,2023,9,10,11,0,-1
1107,848,2023,10,11,13,0,-1
1107,855,2023,17,12,16,0,5
1107,858,2023,18,13,19,0,5
1107,839,2023,12,14,9,0,-2
1107,822,2023,14,15,15,0,-1
1107,857,2023,13,16,14,0,-3
1107,856,2023,20,17,20,0,3
1107,825,2023,19,18,18,0,1
1107,852,2023,16,19,17,0,-3
1107,807,2023,8,20,12,0,-12
1108,830,2023,1,1,1,1,0
1108,846,2023,2,2,9,1,0
1108,1,2023,7,3,4,1,4
1108,857,2023,3,4,11,0,-1
1108,847,2023,6,5,6,0,1
1108,815,2023,16,6,2,0,10
1108,4,2023,9,7,3,0,2
1108,848,2023,8,8,13,0,0
1108,844,2023,4,9,7,0,-5
1108,832,2023,5,10,5,0,-5
1108,858,2023,14,11,19,0,3
1108,822,2023,15,12,15,0,3
1108,807,2023,11,13,14,0,-2
1108,840,2023,12,14,8,0,-2
1108,855,2023,18,15,16,0,3
1108,852,2023,17,16,17,0,1
1108,856,2023,19,17,20,0,2
1108,842,2023,10,18,12,0,-8
1108,825,2023,20,19,18,0,1
1108,839,2023,13,20,10,0,-7
1109,830,2023,2,1,1,1,1
1109,846,2023,3,2,8,1,1
1109,815,2023,9,3,2,1,6
1109,1,2023,1,4,4,0,-3
1109,857,2023,4,5,11,0,-1
1109,847,2023,18,6,5,0,12
1109,844,2023,6,7,7,0,-1
1109,832,2023,11,8,6,0,3
1109,4,2023,8,9,3,0,-1
1109,840,2023,14,10,9,0,4
1109,848,2023,16,11,13,0,5
1109,822,2023,7,12,15,0,-5
1109,817,2023,13,13,21,0,0
1109,807,2023,10,14,14,0,-4
1109,852,2023,17,15,17,0,2
1109,855,2023,5,16,16,0,-11
1109,825,2023,19,17,18,0,2
1109,858,2023,20,18,19,0,2
1109,839,2023,12,19,10,0,-7
1109,842,2023,15,20,12,0,-5
1110,830,2023,1,1,1,1,0
1110,815,2023,3,2,2,1,1
1110,844,2023,2,3,5,1,-1
1110,1,2023,4,4,4,0,0
1110,4,2023,9,5,3,0,4
1110,847,2023,8,6,6,0,2
1110,846,2023,7,7,8,0,0
1110,839,2023,15,8,10,0,7
1110,840,2023,10,9,9,0,1
1110,852,2023,11,10,17,0,1
1110,842,2023,12,11,12,0,1
1110,822,2023,14,12,15,0,2
1110,855,2023,17,13,16,0,4
1110,848,2023,16,14,13,0,2
1110,825,2023,13,15,18,0,-2
1110,817,2023,19,16,21,0,3
1110,858,2023,18,17,19,0,1
1110,807,2023,20,18,14,0,2
1110,832,2023,5,19,7,0,-14
1110,857,2023,6,20,11,0,-14
1111,830,2023,1,1,1,1,0
1111,4,2023,5,2,3,1,3
1111,842,2023,12,3,10,1,9
1111,815,2023,7,4,2,0,3
1111,832,2023,6,5,5,0,1
1111,1,2023,13,6,4,0,7
1111,846,2023,2,7,8,0,-5
1111,848,2023,4,8,13,0,-4
1111,857,2023,8,9,12,0,-1
1111,839,2023,17,10,11,0,7
1111,840,2023,11,11,9,0,0
1111,807,2023,15,12,14,0,3
1111,859,2023,20,13,22,0,7
1111,822,2023,19,14,15,0,5
1111,852,2023,14,15,17,0,-1
1111,825,2023,18,16,18,0,2
1111,847,2023,3,17,7,0,-14
1111,855,2023,16,18,16,0,-2
1111,844,2023,9,19,6,0,-10
1111,858,2023,10,20,19,0,-10
1112,830,2023,2,1,1,1,1
1112,815,2023,5,2,2,1,3
1112,832,2023,1,3,5,1,-2
1112,844,2023,3,4,6,0,-1
1112,847,2023,4,5,7,0,-1
1112,1,2023,8,6,4,0,2
1112,848,2023,6,7,13,0,-1
1112,846,2023,9,8,8,0,1
1112,4,2023,10,9,3,0,1
1112,822,2023,14,10,15,0,4
1112,859,2023,12,11,20,0,1
1112,857,2023,7,12,12,0,-5
1112,858,2023,15,13,19,0,2
1112,855,2023,16,14,16,0,2
1112,842,2023,17,15,10,0,2
1112,840,2023,20,16,9,0,4
1112,807,2023,13,17,14,0,-4
1112,825,2023,19,18,18,0,1
1112,839,2023,18,19,11,0,-1
1112,852,2023,11,20,17,0,-9
1113,832,2023,1,1,5,1,0
1113,846,2023,4,2,8,1,2
1113,1,2023,5,3,3,1,2
1113,844,2023,3,4,6,0,-1
1113,830,2023,11,5,1,0,6
1113,842,2023,12,6,10,0,6
1113,857,2023,17,7,11,0,10
1113,815,2023,13,8,2,0,5
1113,859,2023,10,9,19,0,1
1113,825,2023,6,10,18,0,-4
1113,848,2023,14,11,13,0,3
1113,855,2023,19,12,16,0,7
1113,807,2023,9,13,14,0,-4
1113,858,2023,18,14,20,0,4
