raceId,number,positionOrder,qualifying_position,podium_finish,year,name,forename,surname,driver_name,points,championship_position
1031,99,9,18,0,2020,Austrian Grand Prix,Adrian,Sutil,Adrian Sutil,6.0,7
1031,99,9,18,0,2020,Austrian Grand Prix,Adrian,Sutil,Adrian Sutil,8.0,6
1031,99,9,18,0,2020,Austrian Grand Prix,Adrian,Sutil,Adrian Sutil,10.0,5
1031,99,9,18,0,2020,Austrian Grand Prix,Adrian,Sutil,Adrian Sutil,12.0,4
1031,99,9,18,0,2020,Austrian Grand Prix,Adrian,Sutil,Adrian Sutil,16.0,3
1031,99,9,18,0,2020,Austrian Grand Prix,Adrian,Sutil,Adrian Sutil,18.0,2
1031,99,9,18,0,2020,Austrian Grand Prix,Adrian,Sutil,Adrian Sutil,25.0,1
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,0.0,20
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,0.0,18
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,0.0,16
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,0.0,14
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,0.0,12
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,0.0,19
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,0.0,17
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,0.0,15
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,0.0,13
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,0.0,11
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,1.0,10
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,2.0,9
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,4.0,8
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,6.0,7
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,8.0,6
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,10.0,5
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,12.0,4
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,16.0,3
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,18.0,2
1031,99,9,18,0,2020,Austrian Grand Prix,Antonio,Giovinazzi,Antonio Giovinazzi,25.0,1
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,0.0,20
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,0.0,18
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,0.0,16
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,0.0,14
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,0.0,12
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,0.0,19
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,0.0,17
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,0.0,15
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,0.0,13
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,0.0,11
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,1.0,10
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,2.0,9
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,4.0,8
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,6.0,7
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,8.0,6
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,10.0,5
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,12.0,4
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,16.0,3
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,18.0,2
1031,5,10,11,0,2020,Austrian Grand Prix,Sebastian,Vettel,Sebastian Vettel,25.0,1
1031,6,11,20,0,2020,Austrian Grand Prix,Nico,Rosberg,Nico Rosberg,0.0,20
1031,6,11,20,0,2020,Austrian Grand Prix,Nico,Rosberg,Nico Rosberg,0.0,18
1031,6,11,20,0,2020,Austrian Grand Prix,Nico,Rosberg,Nico Rosberg,0.0,16
1031,6,11,20,0,2020,Austrian Grand Prix,Nico,Rosberg,Nico Rosberg,0.0,14
1031,6,11,20,0,2020,Austrian Grand Prix,Nico,Rosberg,Nico Rosberg,0.0,12
1031,6,11,20,0,2020,Austrian Grand Prix,Nico,Rosberg,Nico Rosberg,0.0,19
